Sentiment,HelpFul,Title,Review
5,0,Cherry blossoms theme,Perfect living room cherry blossoms theme
5,0,One happy customer,Absolutely love them!! Bought the curtains for my kids play room.
5,0,Wake up at the beach!,"We have the classic mirror closet sliding doors in our bedroom. I covered them with this beautiful curtain, and every morning we wake up with an amazing beach view. Love the feeling and ambiance it gives. It is great quality and I recommend it!"
5,0,The Real Door to Narnia,I love love love these curtains they look so cool and are great quality. The design is so realistic. I used them to cover my pantry and they make my dinning area look amazing.
5,0,Curtains,Sent back because I didn’t need them
5,0,Charming and nice silky material,Love these curtains adds charm unlike other run of the mill cheap curtains. I like the feel of the material too.
5,0,Don’t buy for living room or dining room,Just not for dining or living room! Kind of disappointed because I don’t do the refund crap! Just gonna hang them in kids room
3,0,Missed the Mark,"It looks cool, but it does not black out the light. I'll update this review in a couple of days to let you know if it reduces outside noise and helps regulate the temperature as advertised."
5,0,Impressive quality,"These drapes are absolutely beautiful and the pictures don’t do them justice. The quality is amazing, but make sure you pay attention to what size length you order, because drunk me did not and now I have to order shorter ones."
1,0,Panels don't match color,Curtains were 2 different colors
5,0,Beautiful curtains,Beautiful curtains Please on my balcony.. makes me feel like I’m on vacation
1,0,Disappointed,Online it says burgundy.. however when i received it it was purple. This was a great disappointment.
5,0,Great!!!,My husband is a vaporwave in thinks he is and absolutely loves them. Thank you
5,0,My own secret garden,I bought these during the pandemic to improve my limited environment. I enjoy them so much! Every morning I rediscover them upon waking and feel like a kid in my own secret garden.
5,0,Heavy duty curtains!,"I was worried it would be sheer, but was pleasantly surprised!"
5,0,Very pretty,Love the color should had came for two windows
5,0,Beautiful!,"They’re so beautiful! I’ve always loved Paisleys and the color is bright. Wish I, could of purchased 2 but they only had one available. "
5,0,Beautiful Curtains,"Love these curtains. A little expensive, but worth it. They are beautifully made out of satin. Match mr bed set perfectly. They come in many designs and colors. Only wish they had grommets instead of rod pocket."
1,2,Don't waste your $,Low quality print. Detail non existent. Barely looks like same picture.  Almost sent back. Way overpriced for what you get. This review is for the waterfall picture.
5,0,Perfect!,Love these! They are very strong and beautiful
3,0,Miss lines,not good sewing as 2 sides put together doesn't look good as it is kind of miss lines
5,0,Cool curtains for a kids room!,Well it flipped the picture but anyhow...my son has a plants vs zombies thing going so I thought these would go perfect and cheaper than the boring green curtains we looked at. I did have to flip the tops over and pin them because theyre so long but I think it worked! He loves it!
3,0,Not recommended,Blurry print not like the image
1,0,Something went wrong on this,They are green at the top where they printed out.
5,0,Want to make a window stand out Ambesonne is for you...keep coming back..highly recommend,Want to make a window stand out Ambesonne is for you...keep coming back..highly recommend
5,1,Nice touch!,This was just what I needed in my home gym to give the room personality. I love the colors!
5,0,Worth it,Great!!!
5,0,Perfect tropical neutral vibe for me.,"I ordered 7 different types of curtains before I came across these ones. They are absolutely perfect for what I wanted. The material is shiny feeling. I just wanted something with a tropical vibe. Nothing I got fit til these came in..our walls are light green and are cou ches are pale yellow. I have some tropical print throw 0illows from Lowes that tie in perfectly. And I only needed one set of curtains for my window, not 3 or 4 like others."
5,0,Just like the picture!,"Stunning in person. These curtains are light filtering, yet provide much needed privacy in our home. Adding a unique feature to the room, it doesn't overpower the walls or furniture and blends in very well."
5,0,Great Product,I use these awesome land scape curtains as a replacement for bedroom closet doors... Great purchase!! Shared link with my family &amp; Friends!!
1,0,Fabric is like plastic,Bad fabric
5,0,Awesome,Theu look great
5,0,they keep the ,Love love my ocean view curtains.  Very vibrant colors and the price was reasonable.  They give us good vibes 
5,0,Beautiful,"They are the focak point of our living room.  As the light changes through the day, so does the view.  Everyone that sees them loves them."
1,0,Make sure you check your package throughly,We received 2 of the same side panels when  we put them up the handle didn’t match up . Very disappointed
2,0,Dark  and  Light,"I was dissapointed in these drapes because the coloring was very different.  One side was very light, and the other was very dark.  I will ask the company to send another set that match."
1,0,Worth 1/4 What They Cost,"Cheap material and amateurish printing. They are semi sheer and the already poor printing job is completely washed out by the sun, making it look like a motel bed sheet.<br>Overall, you could do better than this with a rag-in-a-bag from $ General for 1/4 what these cost.<br>Humorously enough, the plastic bag these ship in is twice as thick..... And probably cost more to make."
5,0,Give a nice feel,I love ir
3,0,Meh,Great curtains but the picture is not nearly as nice as expected.
3,0,Bold yet thin,"Bold and bright. The material is a little shiny and the hem buckles a little because of the thin quality of the material. They look nice, but I was expecting a little higher quality material."
5,0,Arrived promptly good quality,Nice curtains with vibrant colors! Using for area separation in my art studio. Looks great.
2,0,Curtains are cheaply made.,"Colors are good, but are cheaply made"
5,0,Super Nice!!,These curtains are really nice they added a pop of needed color
5,0,Excellent product,Excellent product
5,0,You can't see in from the outside,Nothing
5,0,So happy with my purchase!,"So, I took a chance on these curtains, because they were priced much better than others I've seen on Amazon. I was in the market for blackout curtains for my kid's playroom, but I couldn't find anything with a colorful, fun print in my price range. I searched and searched, and came across these, but they weren't labeled blackouts. I thought I was going to have to compromise, and get something textured but on the boring side, but then I came across some nice,  inexpensive, textured, blackout curtains, that were beautiful, but boring, especially for a playroom.  Then I decided to take a chance on these,  and just double the curtains up. I liked the boring textured ones enough, that if I wasn't happy with how these looked, I would just return them, and at least still have blackout curtains. I'm so glad I took a chance! I LOVE THEM! They fit my more mature midcentury modern decor, but are still fun and colorful enough for a playroom. The print is great, fun, nice, crisp and clear. The way the description said the background was gray, but at the end said light blue, so I wasn't sure what to think. If you're concerned about the background color, I would describe it as a light blue gray. Depending on the color on your walls will determine what you will perceive the color to be. My walls are light gray, so you pick up on the blue tint, but also can perceive it as a darker gray than the walls. Either way, if the curtains were a noticeable baby blue, or something similar, I don't think I would have liked the curtains near as much, but where it stands, I like the color just fine. If I had to make a criticism, I would have loved if these were textured, and had like...a linen gray background, and were blackout curtains, but I know at their price point, that's asking for way too much. So where it stands, I got this nice print, and a nice set of blackout curtains for the price of one set of decent blackouts. VERY HAPPY with my purchase!  For anyone who wants to know, these would be light filtering curtains, by themselves, but definitely not blackouts."
2,0,Very pretty but cheap material,Very pretty but cheap material. Nice addition to our living room though.
5,0,Perfecta,Simplemente perfecta
5,0,Satisfied,These curtains are exactly as described. They are made of quality material. The colors are vivid and the picture really pops.  I recommend this company.
5,0,Looks exactly like the picture and the material is fantastic,"My son absolutely loved these curtains, they look exactly like the picture and the material is nice heavy durable and really soft. Keeps the sunlight out of his room when he's trying to sleep and keeps the sun from waking him up in the morning too early. Highly recommend."
1,0,doesn't hang properly,"short hem end where would normally put rod through was sewn on one end in 2 places with side piece.  Had to sew rod pocket on long hem side, also, too bright &amp; shiny. will return if they will allow."
4,0,its good,"I bought it to decorate the wall, but found that the size is wrong, but the quality is OK"
4,0,beautiful curtains,Love these curtains! Very colorful.  Just wish they had a thicker backing to keep the light out.
5,0,"Ambesonne Abstract Curtains, Piano Keys with Butterflies Stars and Musical Notes",Good quality product.  Thank you very much.
4,0,Looks just like pic,This is perfect. Love it
5,0,Great,Great❤️❤️
5,0,Memories of Venice...,"We would love to go back to Venice, but in the meantime will enjoy our curtains."
5,0,Since we can't be there...,We can't get to Italy this year so at least we can have a beautiful view of the Amalfi Coast.
5,0,Character curtain,Adds a bit of pizazz to our patio door!
5,0,Love them!,"We wanted something rustic and barn look, we love these!"
5,0,Add a liile something different.,I wanted sonething different and I'm glad to have it!
1,0,Only 1/2,Only shipped 1 of the curtains so only 1/2 of the scene
4,0,Great look for den.,The material is a little too thin for bedrooms or living rooms but works nicely in a den or computer room.
1,0,Poor quality printing,Poor quality and wrong item
1,0,"Nothing,false advertisement",These curtains look nothing like the picture  i am sending them back
1,0,Photo is far from actuality.,"No where near as vibrant color. In fact, it looks like a giant bad resolution photo printed on fabric."
5,0,Love them!,Beautiful curtains!  Put up outside on Pergola swing for privacy and shade.
5,0,Glorious,We love it
5,0,Gorgeous,We love it
3,0,Adorable but fairly see through,Adorable curtains but they let a lot of light in
5,0,The Heroes Journey!,Love Theses drapes. I got shorter black drapes to border the ends to extend the length.  They are a definite convo starter.
5,0,Festive Christmas curtains!!,It was just as expected beautiful and think enough with vibrant Christmas colors. I can't wait to put them up again this Christmas.
5,0,Exactly what I wanted,Bought it for the pattern and wanted to let the morning light in. It’s perfect.
5,1,Picture perfect,"Perfect print, thick, great quality"
5,0,Beautiful Curtains,I love these curtains. It goes perfect with my living room.
1,0,Returned,The pictures do not reflect what the product actually looks like in person.
5,0,Amazing!,Great unusual curtain!  I love it!
5,0,Brings the outside inside!,Perfect for our den. Brings the outside inside. Ties our colors and room theme together.
4,0,The Curtains  came with 2 right side panels,Love the curtains But it came with 2 right side panels So it looks nothing like the picture please me what to do ?.
2,0,Cheap look,"Looks very cheap, don’t buy it"
3,1,Blurry scenes,I'm disappointed with these. The colors are pretty but the scene is blurry. Upon hanging them up found allot of thread runs in the fabric. So they look aweful when they are hung up. I contacted the company and have never heard back from them
5,0,Exactly what we where hoping for,"Great product, arrived on time and was exactly what we where expecting"
5,0,they are beautiful,"they look so pretty on my windows, I love them, they are worth the money."
5,0,Great quality,I got my order really fast  I like the quality of the curtain.  I made my Grandson room into Dragon theme
5,0,Great sturdy quality,I just love these drapes. I cant wait until the holidays to put them up. Superb quality..well beyond my expectations.I will definitely be buying a lot more from this company. Thankyou!
5,0,Something different,Exactly what I wanted
5,0,great quality for such a low price,I was going to use these to cover up a doorless closet but they were too nice so I used them in my bedroom windows.  My new beach themed bedroom looks great!!!
5,0,Great Wall,This works great to cover the back patio doors. I have too much crap back there anyway. I had a brain fart and put it up with Africa/Eurasia on the left. Nice thick material seems good quality.
5,0,Room transforming - great product,"Replaced vertical blinds with Ambesonne curtain and it made a more welcoming room.  No privacy issues, fully blocks window.  Is not room darkening, soft light does filter through which was perfect for the application."
5,0,,Bella 
5,0,EXCELENTE,Lindas y duraderas 
5,0,Love it,Prefect for my studio
5,0,As described curtains good fabric quality,Good fabric quality
3,0,Beautiful but not blackout,"It says Blackout curtain, but isn’t close to it.  It doesn’t mitigate the sun coming in, but doesn’t repel the heat. A lot of light still comes through, especially through the lighter colors of the mountains and sky.  Even so, it is beautiful printing."
5,0,"Colors not as vibrant as is pictured. Pretty, still though!","Very happy with my curtains, they are so beautiful and unique! Good quality fabric, just the right weight. Only thing is ... the colors are not quite as vibrant as is pictured, but still very pretty."
5,2,Beautiful Curtains,I love these curtains. They add warmth to my home. Perfect for summer. The first 3 photos are the curtains during the day. The last photo is the curtains at night.
5,0,AWESOME!!!!,Awesome quality. It really enhances the decor of my Living room. I love how the natural light shines through the curtains giving an actual forest like feel.
5,0,Seems Real,This is the best photo that creates a real image of nature. Breath taking.
5,0,Very cheap material,"This looks so cheap and cheesy in person. I loved the design idea for my children’s’ playroom. But in person, the fabric is so shiny and poorly made."
5,0,Brightens up the room!,This on my  sliding glass doors in my living room.  We love it. I bought the cat bookshelf curtains to go on the sAme wallin my dining room.  Both are on sliding doors going out to our screened in porch.
5,0,Adorable,This  went into  my dining room..  I  really love it
5,0,Fun curtains for spare guest room,I feel like I’m at the beach
5,0,Perfect...exact width and length...no tricks...very well made...I am impressed !!!!,AWESOME !!!! I am soooo happy with these tiger curtains....there more then I expected....has a white liner to protect from heat or cold...curtain itself is nice durable rugged material that will last...I am very pleased with all this !!!!! The tigers are girgeous but not overwhelming. And size is EXACTLY as orderd....'exactly' !!! Others had deceiveing sizes....these were perfect...a perfect fit !!! Highly recommended !! I gotwudth and length as orderd and needed in EACH panal. I just love these curtains !!!!!
5,0,As Expected,Will be used for a Mad Hatter Wedding theme - will likely be used for many parties thereafer! Lovely
4,0,Pretty but cheap material,"Very pretty but fairly thin, cheap material.  Like two very cheap curtains sewed together."
5,3,Great value,Brightened up my classroom!!!
5,0,Gorgeous curtains.,Absolutely beautiful!! I use them as a backdrop to cover a hutch buffet while having online meetings. I receive so many compliments.
5,0,THESE ARE BEAUTIFUL,"THESE DRAPES ARE BEAUTIFUL, THEY HANG PERFECT AND THEY DO KEEP THE COOL AIR IN THE ROOM JUST WAITING TO SEE HOW WELL THEY ARE ABOUT KEEPING THE WINTER OUTDOORS INSTEAD OF LETTING IT IN."
4,0,Light!,"Very very very light, in every way"
5,0,Flaws in fabric,There are horizontal lines running through the fabric on one of the panels and I am having trouble getting Ambesonne to answer me on how they will replace it.
5,0,,
5,0,beautiful,love it
5,0,garage curtains,Perfect curtains for the garage windows.
4,0,Nice,Was happy with the way it looked and felt
5,0,Nice,"I use the as a backing to Dept 56 dispay and the work great. Nice heavy fabic, this is my third scene that Ive bought."
5,0,Beautiful in my kitchen.,"I can't say enough of how I love these curtains. They brighten up my kitchen, and in the winter, it feels like it's summer. I can sit and just stare at it and it feels like I'm there at that scene."
5,0,Take precise measurements!,"&nbsp;Bought for my room so I could have something to look at. Very pretty, but I didn’t measure well XD"
5,0,Tropical home,In my patio i put it on each side looks nice and tropical. And you cant see through. Looks nice!!
5,0,Nice Curtains.,Great for babies nursery.  Beautiful curtains.
5,0,"Very nice curtains, especially when it is bright!","These are very nice curtains, they do their job by keeping out reflective light, and at the same time not making it too dark for the room.<br><br>They also look very nice and complimented by everyone who sees them!<br><br>Very easy to install, we bought a white rod, and it matches really well with the ceiling!"
5,0,Hmmmm,The image was as expected. I didn't notice the fabric was polyester when I ordered them. I would prefer cotton fabrics. Undecided if I'll keep them.
5,0,curtains exude great vibrancy and energy.,"¹ a new office and music space. Was looking for something vibrant and colorful.  These are taller than I expected, but no complaints."
5,0,True to size,I love everything about this I bought it twice
5,0,Deceiving value.  Photo is something I might face outside instead.,Argued about delivery. Then this shows up over 2 weeks late.  Not what expected sorry.
5,0,Nice quality.,Quality print. Satin as advertised. Thankfully not 100% blackout. My bedroom window gets direct sunlight in the morning so the blinds need to be closed for these to effectively filter light for sleeping in. I'd guess with anything but an eastern exposure the curtains alone would suffice.
5,0,Service is the best keep it up Amazon,Thank you so much well received and I really appreciate the picture of delivery thanks a million
5,0,very impressed,The coloring was beautiful - very happy with this purchase!
4,0,Quality curtains... dont hesitate,These are good quality curtains. They are NOT sheer or see through. They are not black outs. They let in a soft glow of light. They are not thermal. A quality general purpose curtain for any room.  I put them over my sliding glass door. I wanted a diffused light that would provide privacy. These fit the bill perfectly.<br />I also tailored these to fit my odd size opening and they were a dream to sew.( I purchased larger than I needed in order to tailor without losing design )<br /> I was able to hem 3 1/4 inch at top. 4 inch at bottom (room for more) and there is room on 1 side only of EACH panel for tailoring without losing important elements of the design.
5,0,Love it,Awesome
4,0,Great for Multi-Purposes,Beautiful! Sturdy. Summer was the wrong time to buy them cause they keep in the heat in my room and cool in the adjacent room. I use them as a room divider. They do what their meant to do :-) Can't wait to see their performance in the fall/winter.
5,0,Absolutely beautiful,Expensive but very pretty. Like a large painting.
5,0,Pretty,Looks great! My daughter loves them
5,0,Great as curtains and backdrop,"I use these curtains as a background for my live streams because they have an acoustic guitar on them. They work great! They cover the entire area, they look really good, they're washable and they are a great value for the money. I highly recommend them to everyone!"
3,0,Bit faded colors,"Good quality one sided curtains, but colors are more washed out and not as sharp and vivid as expected"
4,0,Lovely print,"So cool i like to much because this print so natural ,"
5,0,Love it!!,I love the curtains!<br />Beautiful thick and worth the money spent.
4,0,As expected,As expected I like the design every much.
5,0,Super fun mid mod look!,Fun mid mod touch! Great fabric! Make sure to look at the length! Thought I was ordering 84” and got 64” instead.
5,0,Not worth the price,Light shines right through. Very thin not worth the price.
5,0,Beautiful -ads ambiance to any room,I love these curtains. I use them to cover a wide storage closet in my mud room. It adds beauty to a otherwise utilitarian room.
5,0,Would buy again,"These are gorgeous curtains. When the lights are off the moonlight actually shines through the moon so beautiful. This is my second time buying these kind of curtains, and I love how they accent a room."
5,0,LOVE LOVE LOVE!,"I absolutely love these curtains so much.  Not only are they just fun to look at, but they allow just enough light in, yet are not see through at all.<br /><br />The extra fun part is while the main side with the graphic is the inside focus, from the outside of the window, it is still fairly visible and is just a fun aesthetic."
5,0,Curtains,They are beautiful!!!
1,1,The advertisement looks clear and right colors . Mine looks like there is no sun. Too much orange.,The colors don't look like the advertisement. Too much color orange washed over both panels.
4,0,"Not good quality, looks printed and cheap",Not quality material
4,0,Love it!,We love it! Very good quality material and workmanship. Only draw back is that it lets more light through than we thought so the picture appears lighter but overall it's awesome.
5,0,Vivid Image,"Vivid image. Let's some light through, but not sheer. Love them."
4,0,Very good material,"Definitely not blackout curtains.  The picture is good, but when the sun comes though it looks a little faded.  Overall, I like them.  They are very big though, not for a regular sized window these are more appropriate for a sliding glass door."
5,0,I will buy again,"I absolutely love theses curtains worth every penny vibrant perfect with my Asian decor the colors in them are a perfect match.<br>Very, very satisfied"
5,0,Plan on alterations; it would be better if they sold yardage.,"Pockets were of unequal sizes by at least 3/8 inch, ~10mm, which is noticeable at the pockets and especially the design.  See attached pictures<br />Shoddy workmanship and quality control."
5,0,FOREST CURTIANS,"I LOVE these curtains. Everyone that sees them want to know where i got them. They to LOVE them. Very unique. Made with VERY Good MATERIAL,<br>Would RECOMMEND !!!"
5,0,Curtains are perfect.,Absolutely beautiful. Better than I thought they would be.
5,0,Good value for price.,I removed my laundry room doors and hung a tension rod behind the door frame. I put up these curtains instead. Much more room in a small multi-use space. I’m very happy with the design- it lines up very very well. It will look nicer after I steam it but it is too hot right now. I wanted a mural to give the room some personality but calming because the world is stressful right now. The curtains block more sound than I was expecting and would block 80 to 90 percent of light if they were in front of a window. Goes well with stainless steel furniture and all the mammals in my house seem to find it soothing. I would definitely buy curtains from this company again.
3,0,To light,Beautiful but way to light. That almost looks like a cheap knockoff version of the picture that's displayed. But again it is still very beautiful I just don't know if I would pay $69 for it again
5,0,Unique and appealing curtains!,This has become my favorite curtain set! It’s perfect for my western theme and I like that the photo is vivid but muted. I get many compliments asking where I purchased them!
5,0,Loved it,Gave as gift
5,0,"Awesome products, really one of a kind designs",Loved these curtains for my sons room. Sadly he didnt agree. But the quality and designs are amazing!
5,0,Prefect,My son just loves them
1,0,Disappointed,Look nothing like picture. So disappointed ☹️
4,1,Like the look,It really blocks out the light would have liked if it was a little more transparent but satisfied with my purchase over all
5,0,Beautiful!,I feel like I’m staring at a forest!!
3,0,Color is not very crisp,I haven't hung yet but will submit a picture when I do.  Color is not very crisp...kind of like a fuzzy picture.  Hoping up on wall it will look better than out of package.
5,1,Love it for my purpose of a view during stay at Home!,During the pandemic and staying home I needed a visual view of a happy place.  This was perfect!!!
5,0,Perfect! My son loves his new room,Love these curtains. We used them for our sons closet when we redid his room from Spider-Man to his teen football room. They are perfect 
5,0,Nice work.,I liked that it came in Time for Memorial Day and 4th of July. So I got to show my patriotism.
2,0,No,Not pretty hanging.
3,0,I really like them but for one thing,I really like them but one panel in each one is off by almost two inches on one and about three inches on the other one.  I have rearranged furniture to not see the panel size difference.
4,0,"Very cool looking, but not blackout",We thought these were blackout curtains. But they are not. They are really cool looking though. A bit overpriced tho. We decided to keep them for our son. But had to get cheap blackout blinds to keep it dark for him the way he likes it.
5,0,quick easy return and refund--many thanks!,"quick easy return and refund...just didn't fit on our window wall as we thought it might...excellent overall quality of fabric --loved it, just didn't fit."
4,0,So so quality,"Very pretty. I waited four months to receive this (first vendor thru Walmart never shipped it and this vendor was slow to ship). I tossed it in the wash on a very gentle cycle, just took it out and some seams are undone! I’m going to sew up the seam rather than send it back but, grrrrrrr."
5,0,Loving my curtains,Finally found my curtains and they are everything I wanted I love them
5,0,Great Quality-Very thin-Not blackout,"These look awesome !  One side was slightly longer than the other, but overall great quality and exactly what my son wanted !!<br />We added some blackout curtains behind them because they are very see through."
5,0,Graffiti drapes.  Stunning!,Wow!  So beautiful:  the fabric is thicker than I expected.  Using it between two rooms (so ignore the buildout mess).  Could not wait to hang it.  Simply stunning!  Worth the wait!
4,0,It is ok Looking,Córners are not even ! One side is longer that the other ! But after all my husband like it !
5,0,Worth the price!,The material is awesome! I love the colors. It's a perfect fit with my tropical living room scheme.
5,0,Nice material but short length,"These curtains are thick and the material looks and feels nice. However, they aren’t as detailed as they look in the pictures. They’re quite short so look out of place."
4,0,Quality product,Quality product.  Very nice material.  Good thickness.<br>Great color and lines.<br>Only drawback was it took 4 weeks for delivery.
5,0,Really nice!,Love these! Look amazing!
1,0,Product not as described. Two different scenes on the curtains.,"The product said set of 2 curtains, I received 2 different curtains. So they are useless since I’m not using two different scenes on one window."
2,0,Size is not accurate,"This is the second curtain I have purchased from this company.  The first one was not 84 inches long either, but is not as bad as this one.  At this curtains longest point it is 82 inches.  The length varies visibly.  They will need to be cut off and hemmed shorter to look reasonably good.  The side hems are not the same width, which shows with the light coming through them."
5,0,The black and Orange color is beautiful for a Gym theme,Beautiful curtains  we are doing a home gym and these curtains are perfect for the theme. When ordering I thought they were a 63” and a 84” coke to find out they are 108 in length which is longer than I need. However I will fix them I love these curtains for my home gym.<br>The most beautiful part about these curtains is the Big Bold Beautiful Writing. The colors are very very nice and bright. I purchased the black and orange and they look fabulous they look much better in person. They come pack really nice need no ironing. And they are washable. The material is great quality no complaints from me.  I am just going to hem mine just a bit. I love my new gym curtains. I would recommend these curtains especially if your during a gym theme for your home during this Quarantine. I may post another picture once everything in the gym is complete. It was also fast shipping two days. A satisfied customer.
5,0,It is not sheer,"Overall, I like it where it is. A work of art that fit my style."
5,0,Great curtains,I really liked the curtains.
5,0,"I love it! Wasn't sure what i was getting, but I wanted this character",and nobody else had it. it's pretty decent quality and looks good. At least good value for 25$.
5,0,Love it,Adds a Great look to bedroom
5,0,Very nice,These are very heavy lined and they keep most of the sunlight out. They're very pretty and they look really nice on the wall
5,0,Did not arrive in estimated time and one package was the wrong size.,"I waited months past the estimated date for these panels. I ordered two packages of the same dimensions (total four panel). One order was two inches shorter than the other. I had already waited so long, I just kept them.<br />They are not attractive and very poor quality. I will never order from this company again."
4,0,Beautiful,The scene is beautiful the weight of the fabric is heavy enough but not too heavy. The fabric is also thick not thin at all. I used it to cover the front of some old book cases.
4,0,Good looking curtain,"Can’t wait to put on the windows in my living room, my windows were separated, but still looks good!"
5,0,Beautiful and keep the sun out.,Keeps the heat outside and cool air inside. Especially here in Arizona with the heat of 112 degrees to the last 10 days.
5,0,I LOVE THEM!,"I love these curtains so much.<br /><br />The Ambesonne Beach Curtains, Palm Leaves in Catalina Island Dominic are beautiful. I feel like I am at the beach 24 hours a day. They are NOT blackout curtains which allows the sun to shine through the curtains and you are able to see  through the  back ground. My only issues is I wish I had  ordered  the  108 x 96 instead of 108 x 84.<br /><br />It is well with the money."
3,0,"Love the map image, but sun shines right through","The map image is cool, but the sun shines right through and there's no thermal insulation to the curtain.  I was hoping for a thicker, more heat/cold efficient design, but the material is one-layer of medium thick material, so no thermal insulation.  On top of that the sun comes right through so there's not a lot of light protection.  Pretty expensive for a mediocre product."
5,0,I love it,I love it and used it for my living room curt Than You.
5,0,Enjoying the view!,"Great view inside the home, thanks to Covid. Welp- this is the next best thing.<br>Kinda sheer let’s light and sound in, but really beautiful like a back ground for photo day."
5,0,High Quality  Curtains,"They are beautiful, just amazing"
5,0,Want to make a statement get Ambesonne curtains,These curtains has made a great statement...love them...highly recommend
5,0,Well worth the money.,Beautiful! Love them.
5,0,They are perfect in every way,Wow. Perfect. Beautiful. Everything I could ever ask for. Took a picture of them up and sent out to all my friends. Got rave reviews.
5,0,Under the Sea,Perfect for my Little Mermaid theme!
5,0,Great Quality!,"I'm using this as a room divider and it looks great.  It's hangs nicely, it's weighty and adds a nice element of design.  It goes well with farmhouse, urban and many other types of decor.  I also love the option to order various lengths--this is key to making it work as a room divider!  Thanks for the great product!"
5,0,I've had so many compliments on these!,I absolutely LOVE these curtains!! I get so many compliments on them.
5,0,Priceless,I’m so happy with this product. My brother is bed ridden so this makes him smile with joy to look at.
5,0,A little pricey but mi,These are very cool!  Looks awesome
5,0,Perfect - exactly what I was looking for.,"We love, love, love "
5,0,REALLY NICE SILK-ISH,"BEAUTIFUL, I ORDERED ANOTHER, SMOOTH, SILK-ISH, NOT TO HEAVY.<br />ARRIVE FAST. I'M HAPPY."
5,0,Ambesonne Autumn Curtains,"Nothing but love, love love for these curtains. They are perfect! Opaque enough to provide maximum privacy but allow some sun light in until you're ready to draw them back to let the sun in. Great product."
4,0,Nope,I didn’t like this item it’s to short in length
4,0,Perfect!,Perfect for my enclosed porch. Can't see in but they let light in to brighten up the room. Love them!
4,0,Colors are true..,Nice looking on a window.<br>It changes the feel.
5,4,Perfect,This wall curtain is fkn awesome. It's got excellent color and detail.  I covers up my bedroom entrance.  You can't even tell it's behind the curtain. I took a pic from inside my room looking out.  You can do photoshoots with this .  I need to hook a blacklight up now.
4,0,Works for me,"Going to put these up today. They are a bit shiny as other types of these image drapes are. However, they are very pretty. I got an image of a window with a beach background. My window in my bedroom is huge and the room is small. I am hanging them from the ceiling to help keep the room feeling open. These are not sheer but light does come through so not a blackout drape."
1,0,Can't see pattern sun comes thru too easy. Too big,Too big and long. Great if ur a giant. Sun comes thru easy so during the daytime you can't even see the pattern on the front. I wouldn't buy these I wasted my money
5,0,It's great,"Greeat colors, size, feels great !!! Will order again. Just like pictures shown."
5,0,It’s cool,Used this for a door way and works great. There is a left and a right curtain in each order.
5,0,Absolutely Beautiful,I ordered 108 x 84 Fern Green for my office. The product looks EXACTLY like the picture on cite with great  quality. The fabric is heavy/silky which allows the curtains to display the print well without seams.
4,0,"Quality is abysmal. However, still very pretty.... but not worth the money.","These curtains are absolute garbage. Whatever material they are printed on is awful. There are also threads hanging off everywhere, they're all slightly different sizes... just complete and total garbage. For $75 - do not buy these. That is a crazy amount of money to spend on these. The most I would spend realistically is $10. That is how awful they are.<br />There is also bleeding in the printing. And there are UPCs printed directly on the back of the curtains, right near the edge, so depending on how the curtains hang, you can see them. UPCs. Directly printed on them. What the heck.<br />That said, the pattern IS nice and the colors are night and bright.... but I would only use these in say a dorm room. Somewhere that beer is going to be sprayed everywhere and you need a pretty plastic tarp to protect the walls. ... not good. Very very very disappointed."
2,1,Waste of money,"Cheap and thin material without backing contrary to some reviews from a while back. So thin it shows the window crossbars ruining the picture effect. Picture is also hazy/blurry. Not cut straight so won't stay closed in center, also making the dual panel picture effect useless. Waste of money."
5,0,Just as described,Just perfect for entry way. Will be getting doors eventually but this is such a great and inexpensive way for right now
3,0,Stretched image,"They use the same image on the curtain, no matter what the ratio of length to width is. They just stretch to picture to fit the size of the cloth. Mostly that's not a big deal. I mean, having wider buildings isn't that big a deal, but it's really obvious that the moon is not a circle.  They're going in my kids' room, and they don't care, but it bugs me every time I see it.<br /><br />The material itself is nice and blocks light well."
5,0,"Heavy, shiny, cheap fabric but image is accurate","These are pretty shiny. I bought 4 panals with the idea of usung them for different projects but the fabric is not the best. I am keeping one set and returning the other set. There are options for reducing the sheen that I am going to try. The fabric will not have a light, airy feel as they are thick."
5,0,"Beautiful, unique curtains for patio door.","Loves the woodsy feel and color of these curtains.  They are a real departure from the usual neutrals, but I like the change.  Fabric is soft, but silky/shiny.  They are not black out but do filter alot of light."
5,0,BEAUTIFUL,JUST WHAT EVERY LITTLE RACE FAN WANTS
1,1,Measurements are off,Not worth the buy
5,2,It’s a beautiful item,This is perfect what I was looking for a size it’s perfect I’m happy .
4,0,Ok curtains,These curtains are a little bit dull compared to the stock photo. They also had a stain on the back. I decided to keep them since they were on backorder for a month for a replacement.
5,0,runs big,this item nice had to get sowed together came size if the wall.. doesnt keep light out but its cute in my son's room
4,1,Cool Effect,"I originally bought these for our bedroom as a cool background for our bed. However, the right curtain cityscape would have been hidden by the bed. We kept them and just redid our living room - paint, take up the carpet, etc. and put them behind the French doors to the sunroom so it looks like an actual view to NYC.<br><br>We're going to get another set with a different view to switch them out."
5,0,The panels are large and beautiful,I love this.  I have to get a larger rod to hang them.  Really neat!  Thanks!  Teri
5,0,"Great value, Great quality. Worth the wait",These are very nice well made curtains. The fabric is silky and a little heavy. I love them! They work really good for my patio doors in the kitchen and the sunflowers go great with my country kitchen theme.
